advertID,datestring,impressions,clicks,clickthroughrate,lagClickThrough,bidprice,adrank,conversions,conversionrate,numberofwords,retailer,brandname,adQuality,landQuality,revenue,logrank,logprice,logadQuality,logaLPQuality
554199,3/19/2012,102,36,0.3529412,0.352941185,0.0277778,1,0,0,1,0,1,10,10,0,0.693147182,0.027398996,2.397895336,2.302585125
554199,3/19/2012,102,36,0.3529412,0.352941185,0.0277778,1,0,0,1,0,1,10,10,0,0.693147182,0.027398996,2.397895336,2.302585125
554199,3/19/2012,102,36,0.3529412,0.352941185,0.0277778,1,0,0,1,0,1,10,10,0,0.693147182,0.027398996,2.397895336,2.302585125
554199,3/19/2012,102,36,0.3529412,0.352941185,0.0277778,1,0,0,1,0,1,10,10,0,0.693147182,0.027398996,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.352941185,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294285715,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294277608,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294285715,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294277608,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294277608,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294285715,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294285715,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294277608,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294277608,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294285715,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294277608,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294277608,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294285715,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294285715,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294285715,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294285715,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294285715,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294277608,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294277608,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294277608,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294285715,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294285715,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294277608,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294277608,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294285715,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294285715,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294277608,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294285715,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294277608,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294285715,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,1400,412,0.2942857,0.294277608,0.0145631,1,14,0.0339806,1,0,1,10,10,1246.14,0.693147182,0.014458076,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294285715,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
554199,3/26/2012,8458,2489,0.2942776,0.294277608,0.0164725,1,37,0.0148654,1,0,1,10,10,1885.71,0.693147182,0.0163383,2.397895336,2.302585125
1351896,1/2/2012,11250,450,0.04,,0,4,9,0.02,3,1,1,10,7.199325085,1149.83,1.609437943,0,2.397895336,1.973987341
1351896,1/2/2012,11250,450,0.04,0.039999999,0,4,9,0.02,3,1,1,10,7.199325085,1149.83,1.609437943,0,2.397895336,1.973987341
1351896,1/2/2012,11250,450,0.04,0.039999999,0,4,9,0.02,3,1,1,10,7.199325085,1149.83,1.609437943,0,2.397895336,1.973987341
1351896,1/2/2012,11250,450,0.04,0.039999999,0,4,9,0.02,3,1,1,10,7.199325085,1149.83,1.609437943,0,2.397895336,1.973987341
1351896,1/9/2012,5346,267,0.05,0.039999999,0,5,4,0.0149643,3,1,1,10,7.199325085,118.96,1.791759491,0,2.397895336,1.973987341
1351896,1/9/2012,5346,267,0.05,0.050000001,0,5,4,0.0149643,3,1,1,10,7.199325085,118.96,1.791759491,0,2.397895336,1.973987341
1351896,1/9/2012,5346,267,0.05,0.050000001,0,5,4,0.0149643,3,1,1,10,7.199325085,118.96,1.791759491,0,2.397895336,1.973987341
1351896,1/9/2012,5346,267,0.05,0.050000001,0,5,4,0.0149643,3,1,1,10,7.199325085,118.96,1.791759491,0,2.397895336,1.973987341
1351896,1/9/2012,5346,267,0.05,0.050000001,0,5,4,0.0149643,3,1,1,10,7.199325085,118.96,1.791759491,0,2.397895336,1.973987341
1351896,1/9/2012,5346,267,0.05,0.050000001,0,5,4,0.0149643,3,1,1,10,7.199325085,118.96,1.791759491,0,2.397895336,1.973987341
1351896,1/9/2012,5346,267,0.05,0.050000001,0,5,4,0.0149643,3,1,1,10,7.199325085,118.96,1.791759491,0,2.397895336,1.973987341
1351896,1/9/2012,5346,267,0.05,0.050000001,0,5,4,0.0149643,3,1,1,10,7.199325085,118.96,1.791759491,0,2.397895336,1.973987341
1351896,1/9/2012,5346,267,0.05,0.050000001,0,5,4,0.0149643,3,1,1,10,7.199325085,118.96,1.791759491,0,2.397895336,1.973987341
1351896,1/9/2012,5346,267,0.05,0.050000001,0,5,4,0.0149643,3,1,1,10,7.199325085,118.96,1.791759491,0,2.397895336,1.973987341
1351896,1/16/2012,6,1,0.18,0.050000001,0,20,1,1,3,1,1,10,7.199325085,44.99,3.044522524,0,2.397895336,1.973987341
1351896,1/16/2012,6,1,0.18,0.180000007,0,20,1,1,3,1,1,10,7.199325085,44.99,3.044522524,0,2.397895336,1.973987341
1351896,1/16/2012,6,1,0.18,0.180000007,0,20,1,1,3,1,1,10,7.199325085,44.99,3.044522524,0,2.397895336,1.973987341
1351896,1/16/2012,6,1,0.18,0.180000007,0,20,1,1,3,1,1,10,7.199325085,44.99,3.044522524,0,2.397895336,1.973987341
1351896,1/16/2012,6,1,0.18,0.180000007,0,20,1,1,3,1,1,10,7.199325085,44.99,3.044522524,0,2.397895336,1.973987341
1351896,1/16/2012,6,1,0.18,0.180000007,0,20,1,1,3,1,1,10,7.199325085,44.99,3.044522524,0,2.397895336,1.973987341
1351896,1/16/2012,6,1,0.18,0.180000007,0,20,1,1,3,1,1,10,7.199325085,44.99,3.044522524,0,2.397895336,1.973987341
1351896,1/16/2012,6,1,0.18,0.180000007,0,20,1,1,3,1,1,10,7.199325085,44.99,3.044522524,0,2.397895336,1.973987341
1351896,1/16/2012,6,1,0.18,0.180000007,0,20,1,1,3,1,1,10,7.199325085,44.99,3.044522524,0,2.397895336,1.973987341
1351896,1/16/2012,6,1,0.18,0.180000007,0,20,1,1,3,1,1,10,7.199325085,44.99,3.044522524,0,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.180000007,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/12/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
1351896,3/19/2012,186,102,0.5483871,0.54838711,0.0588235,1,0,0,3,1,1,10,7.199325085,0,0.693147182,0.057158384,2.397895336,1.973987341
